ID,n_adults,n_children,meal_plan,car_parking_space,room_type,lead_time,year,month,date,avg_room_price
INN03241,2,1,Meal Plan 1,0,Room_Type 1,2,2018,3,23,117.65
INN03242,2,0,Not Selected,0,Room_Type 1,185,2018,8,28,61
INN03243,2,0,Meal Plan 1,0,Room_Type 1,27,2018,6,9,120
INN03244,2,0,Meal Plan 1,0,Room_Type 1,183,2018,8,9,112
INN03245,2,0,Meal Plan 2,0,Room_Type 1,61,2018,9,3,106.25
INN03246,1,0,Meal Plan 1,0,Room_Type 1,245,2018,7,6,110
INN03247,1,0,Meal Plan 1,0,Room_Type 1,2,2018,8,2,102.7
INN03248,1,0,Meal Plan 1,0,Room_Type 1,6,2018,6,8,65
INN03249,3,0,Meal Plan 1,0,Room_Type 4,199,2018,11,16,140
INN03250,2,0,Meal Plan 2,0,Room_Type 1,55,2018,4,6,104
INN03251,0,2,Meal Plan 2,0,Room_Type 6,0,2018,10,27,18.6
INN03252,3,0,Meal Plan 1,0,Room_Type 4,50,2018,8,22,159.6
INN03253,2,1,Meal Plan 1,0,Room_Type 1,9,2018,4,22,149
INN03254,2,0,Meal Plan 1,0,Room_Type 4,133,2018,7,16,114.63
INN03255,1,0,Meal Plan 1,0,Room_Type 1,151,2018,1,19,71
INN03256,2,1,Meal Plan 1,0,Room_Type 4,68,2018,5,13,140.4
INN03257,2,0,Meal Plan 1,0,Room_Type 4,41,2017,11,1,60
INN03258,3,0,Meal Plan 1,0,Room_Type 4,55,2018,12,8,101.38
INN03259,2,0,Meal Plan 1,0,Room_Type 1,145,2018,1,3,65
INN03260,1,0,Meal Plan 2,0,Room_Type 1,161,2018,3,25,105
INN03261,1,0,Meal Plan 1,0,Room_Type 4,15,2018,11,14,96.9
INN03262,2,0,Meal Plan 1,0,Room_Type 4,93,2018,5,19,132.6
INN03263,2,0,Meal Plan 1,0,Room_Type 1,55,2018,4,6,80
INN03264,1,0,Meal Plan 1,0,Room_Type 1,85,2017,9,9,90
INN03265,1,0,Meal Plan 1,0,Room_Type 1,192,2018,6,24,95
INN03266,1,0,Meal Plan 1,0,Room_Type 1,0,2018,9,22,190
INN03267,1,0,Not Selected,0,Room_Type 1,2,2018,6,14,104
INN03268,2,0,Meal Plan 1,0,Room_Type 1,86,2018,11,4,90
INN03269,1,0,Meal Plan 1,0,Room_Type 1,19,2017,10,6,80
INN03270,2,0,Not Selected,0,Room_Type 1,0,2018,12,25,80
INN03271,2,0,Meal Plan 1,0,Room_Type 4,15,2018,9,28,164
INN03272,2,0,Not Selected,0,Room_Type 1,12,2018,11,1,93.5
INN03273,2,0,Meal Plan 1,0,Room_Type 4,47,2018,5,21,140.4
INN03274,2,0,Meal Plan 1,0,Room_Type 4,61,2018,4,7,118.8
INN03275,2,0,Meal Plan 1,0,Room_Type 4,39,2018,2,15,98.1
INN03276,3,0,Meal Plan 1,0,Room_Type 4,31,2018,4,30,168.3
INN03277,2,0,Meal Plan 1,0,Room_Type 1,72,2018,12,23,93.6
INN03278,3,0,Meal Plan 1,0,Room_Type 1,77,2018,5,15,150.45
INN03279,2,0,Meal Plan 1,0,Room_Type 1,60,2018,4,8,75
INN03280,1,0,Meal Plan 1,0,Room_Type 1,87,2018,9,2,85
INN03281,2,0,Meal Plan 1,0,Room_Type 1,122,2018,4,15,94
INN03282,2,0,Meal Plan 1,0,Room_Type 1,303,2018,8,19,78
INN03283,1,0,Meal Plan 1,0,Room_Type 4,3,2018,5,27,176
INN03284,2,1,Meal Plan 1,0,Room_Type 1,122,2017,7,29,76.5
INN03285,2,0,Not Selected,0,Room_Type 1,124,2018,12,4,74.8
INN03286,1,0,Meal Plan 1,0,Room_Type 1,1,2018,1,26,66
INN03287,2,0,Meal Plan 1,0,Room_Type 1,116,2018,11,3,90
INN03288,2,0,Meal Plan 1,0,Room_Type 1,38,2018,3,5,83.9
INN03289,1,0,Meal Plan 1,0,Room_Type 1,2,2018,11,13,103
INN03290,1,0,Meal Plan 1,0,Room_Type 1,45,2018,11,1,101.38
INN03291,2,0,Meal Plan 1,0,Room_Type 4,208,2018,8,13,77.51
INN03292,1,0,Meal Plan 1,0,Room_Type 1,9,2018,5,29,97.02
INN03293,2,0,Meal Plan 1,0,Room_Type 2,224,2017,10,2,65
INN03294,2,0,Not Selected,0,Room_Type 1,5,2018,2,20,79
INN03295,2,0,Not Selected,0,Room_Type 1,93,2018,12,26,92.51
INN03296,2,0,Meal Plan 1,0,Room_Type 4,122,2018,5,12,121.5
INN03297,2,1,Meal Plan 1,1,Room_Type 1,36,2018,2,27,107.3
INN03298,1,0,Meal Plan 1,0,Room_Type 1,10,2018,1,15,72.9
INN03299,2,0,Not Selected,0,Room_Type 1,40,2018,10,2,97.2
INN03300,2,0,Not Selected,0,Room_Type 1,121,2018,5,2,129
INN03301,2,1,Meal Plan 1,0,Room_Type 1,97,2018,7,12,121.5
INN03302,2,0,Not Selected,0,Room_Type 1,8,2017,10,28,109.25
INN03303,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,17,95
INN03304,3,0,Meal Plan 1,0,Room_Type 4,123,2018,9,20,162
INN03305,1,0,Meal Plan 1,0,Room_Type 1,4,2018,10,25,104
INN03306,2,0,Meal Plan 1,0,Room_Type 1,208,2018,12,27,81
INN03307,2,2,Meal Plan 1,0,Room_Type 6,96,2018,10,28,162.9
INN03308,2,0,Meal Plan 1,0,Room_Type 4,130,2018,9,29,139.5
INN03309,2,0,Meal Plan 1,0,Room_Type 1,151,2018,8,5,72.25
INN03310,2,0,Meal Plan 1,0,Room_Type 1,10,2018,5,29,120.35
INN03311,2,0,Not Selected,0,Room_Type 1,36,2018,2,13,67.5
INN03312,1,0,Meal Plan 1,0,Room_Type 1,4,2017,8,31,65
INN03313,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,5,147.5
INN03314,1,0,Meal Plan 2,0,Room_Type 1,301,2018,7,30,90
INN03315,2,0,Meal Plan 1,0,Room_Type 4,94,2018,4,28,125.1
INN03316,2,0,Meal Plan 1,0,Room_Type 2,0,2017,12,5,73.64
INN03317,2,1,Meal Plan 1,0,Room_Type 1,117,2018,9,16,145.8
INN03318,2,0,Not Selected,0,Room_Type 1,37,2018,12,8,88
INN03319,2,0,Meal Plan 1,0,Room_Type 1,203,2018,8,9,96.3
INN03320,1,0,Meal Plan 1,0,Room_Type 1,38,2018,6,19,81
INN03321,2,0,Meal Plan 1,0,Room_Type 1,0,2018,2,4,98.33
INN03322,2,0,Meal Plan 1,0,Room_Type 4,8,2018,3,11,124
INN03323,2,0,Meal Plan 1,0,Room_Type 4,5,2018,1,15,89.3
INN03324,2,0,Meal Plan 1,0,Room_Type 4,22,2017,10,20,75
INN03325,1,0,Meal Plan 1,0,Room_Type 1,14,2017,9,15,114
INN03326,2,1,Meal Plan 1,0,Room_Type 1,138,2018,7,14,130.5
INN03327,1,0,Meal Plan 1,0,Room_Type 1,13,2018,11,8,170
INN03328,1,0,Meal Plan 1,0,Room_Type 1,36,2018,1,19,71
INN03329,2,0,Meal Plan 1,0,Room_Type 1,359,2018,10,14,39
INN03330,2,1,Meal Plan 1,0,Room_Type 1,225,2018,10,17,106.25
INN03331,2,0,Meal Plan 1,0,Room_Type 1,77,2018,3,25,109.8
INN03332,2,0,Meal Plan 2,0,Room_Type 1,88,2018,5,3,117
INN03333,2,0,Meal Plan 1,0,Room_Type 1,27,2017,9,18,120.9
INN03334,2,0,Meal Plan 1,0,Room_Type 4,47,2018,4,12,114.33
INN03335,2,0,Not Selected,0,Room_Type 1,1,2017,8,7,81
INN03336,2,0,Meal Plan 2,0,Room_Type 1,39,2017,8,14,109
INN03337,2,2,Meal Plan 1,0,Room_Type 1,176,2018,9,15,143.1
INN03338,2,0,Meal Plan 1,0,Room_Type 1,305,2018,11,4,89
INN03339,2,0,Not Selected,0,Room_Type 1,233,2018,6,23,100.3
INN03340,2,0,Meal Plan 1,0,Room_Type 4,152,2018,2,20,62
INN03341,1,0,Meal Plan 1,0,Room_Type 1,205,2018,7,5,90.95
INN03342,1,0,Meal Plan 1,0,Room_Type 1,113,2018,5,31,100
INN03343,1,0,Meal Plan 2,0,Room_Type 1,57,2018,9,16,91
INN03344,2,0,Meal Plan 1,0,Room_Type 1,12,2018,6,8,121
INN03345,1,0,Meal Plan 1,0,Room_Type 1,6,2017,10,11,97.02
INN03346,2,0,Meal Plan 1,0,Room_Type 1,11,2018,9,29,143.2
INN03347,2,0,Not Selected,0,Room_Type 1,66,2018,8,31,120.6
INN03348,1,0,Meal Plan 1,0,Room_Type 1,164,2017,10,2,100
INN03349,2,0,Meal Plan 1,0,Room_Type 4,71,2018,4,6,105.83
INN03350,2,0,Meal Plan 1,0,Room_Type 4,10,2018,4,16,128.86
INN03351,3,0,Meal Plan 1,0,Room_Type 4,111,2018,6,13,150.45
INN03352,2,1,Meal Plan 1,0,Room_Type 1,101,2018,4,9,85.28
INN03353,2,0,Not Selected,0,Room_Type 1,14,2018,2,12,79
INN03354,2,0,Meal Plan 1,0,Room_Type 1,101,2018,4,4,80
INN03355,2,0,Not Selected,0,Room_Type 1,87,2018,5,22,85
INN03356,2,1,Meal Plan 1,0,Room_Type 1,173,2018,8,13,114.75
INN03357,2,0,Meal Plan 1,0,Room_Type 1,126,2018,3,24,55
INN03358,3,0,Meal Plan 2,0,Room_Type 4,42,2018,3,20,180.16
INN03359,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,110
INN03360,2,0,Not Selected,0,Room_Type 1,0,2018,4,15,89
INN03361,2,0,Not Selected,0,Room_Type 1,10,2018,2,13,79
INN03362,2,0,Not Selected,0,Room_Type 1,18,2018,2,24,79
INN03363,2,0,Meal Plan 1,0,Room_Type 1,60,2017,9,21,65
INN03364,1,0,Meal Plan 1,0,Room_Type 1,349,2018,10,4,80
INN03365,2,0,Not Selected,0,Room_Type 1,42,2018,12,9,74.8
INN03366,2,0,Meal Plan 2,0,Room_Type 1,273,2017,7,17,109
INN03367,1,0,Meal Plan 1,0,Room_Type 1,4,2018,9,12,110.11
INN03368,2,0,Meal Plan 2,0,Room_Type 4,7,2018,4,21,174
INN03369,2,0,Meal Plan 1,0,Room_Type 1,50,2018,8,29,109.8
INN03370,2,0,Meal Plan 1,0,Room_Type 4,51,2018,10,8,139.5
INN03371,2,0,Meal Plan 1,1,Room_Type 1,2,2018,8,6,179
INN03372,1,0,Meal Plan 1,0,Room_Type 1,6,2018,5,31,95
INN03373,2,0,Meal Plan 1,0,Room_Type 1,4,2017,8,14,106.14
INN03374,2,0,Meal Plan 1,0,Room_Type 1,443,2018,4,29,65
INN03375,2,1,Meal Plan 2,0,Room_Type 1,150,2018,6,16,90
INN03376,2,0,Meal Plan 1,0,Room_Type 4,10,2018,9,11,164
INN03377,2,0,Meal Plan 2,0,Room_Type 1,131,2017,8,15,94.5
INN03378,2,0,Meal Plan 1,0,Room_Type 1,8,2017,9,24,133
INN03379,2,0,Meal Plan 1,0,Room_Type 1,11,2017,8,18,75
INN03380,2,0,Meal Plan 1,0,Room_Type 1,48,2018,11,13,75
INN03381,1,0,Not Selected,0,Room_Type 1,0,2018,10,25,84.7
INN03382,2,0,Not Selected,1,Room_Type 1,61,2018,11,11,97
INN03383,3,0,Meal Plan 1,0,Room_Type 1,88,2018,7,18,96.9
INN03384,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,8,110
INN03385,2,0,Not Selected,0,Room_Type 1,0,2018,8,1,59.04
INN03386,2,0,Meal Plan 1,0,Room_Type 2,122,2018,7,25,97.54
INN03387,2,0,Not Selected,0,Room_Type 1,71,2018,11,4,120.15
INN03388,3,0,Meal Plan 1,1,Room_Type 4,71,2018,7,24,146.7
INN03389,2,2,Meal Plan 1,0,Room_Type 6,58,2018,3,28,153.85
INN03390,2,0,Meal Plan 1,0,Room_Type 1,25,2018,4,15,111.4
INN03391,2,0,Meal Plan 1,0,Room_Type 1,2,2018,3,16,40
INN03392,2,0,Not Selected,0,Room_Type 1,22,2018,9,15,139
INN03393,2,0,Meal Plan 2,0,Room_Type 1,292,2018,7,21,115
INN03394,2,0,Meal Plan 1,0,Room_Type 1,221,2018,8,12,80
INN03395,1,0,Meal Plan 1,0,Room_Type 1,105,2018,5,5,117.3
INN03396,3,0,Meal Plan 1,0,Room_Type 4,129,2018,8,17,146.7
INN03397,2,0,Meal Plan 1,0,Room_Type 1,68,2018,4,2,89.93
INN03398,2,0,Meal Plan 1,0,Room_Type 1,1,2018,3,15,80
INN03399,2,1,Meal Plan 1,0,Room_Type 1,110,2018,6,26,95
INN03400,2,0,Meal Plan 1,0,Room_Type 4,20,2018,9,26,131.2
INN03401,1,0,Meal Plan 1,0,Room_Type 4,2,2017,10,15,104.72
INN03402,2,0,Meal Plan 1,0,Room_Type 1,99,2018,4,2,62.37
INN03403,2,0,Meal Plan 1,0,Room_Type 1,122,2017,7,13,76.5
INN03404,3,0,Meal Plan 1,0,Room_Type 4,135,2018,10,13,151.2
INN03405,2,0,Meal Plan 1,0,Room_Type 1,99,2017,10,30,65
INN03406,2,0,Meal Plan 1,0,Room_Type 4,26,2018,11,10,118.07
INN03407,2,0,Meal Plan 1,0,Room_Type 1,43,2018,11,11,130
INN03408,2,0,Meal Plan 1,0,Room_Type 1,84,2018,10,3,118.8
INN03409,1,0,Meal Plan 1,0,Room_Type 1,63,2018,5,17,136
INN03410,1,0,Not Selected,0,Room_Type 1,1,2018,12,6,78
INN03411,2,0,Meal Plan 1,0,Room_Type 1,25,2018,11,6,168.38
INN03412,2,1,Meal Plan 1,0,Room_Type 1,22,2018,8,2,169
INN03413,2,0,Meal Plan 1,0,Room_Type 4,115,2018,12,29,107.41
INN03414,2,0,Meal Plan 1,0,Room_Type 4,78,2017,12,10,60
INN03415,2,0,Meal Plan 1,0,Room_Type 1,28,2018,3,7,87
INN03416,2,0,Meal Plan 1,0,Room_Type 1,110,2018,5,1,109.25
INN03417,1,0,Not Selected,0,Room_Type 1,1,2018,8,24,81.19
INN03418,1,0,Meal Plan 1,0,Room_Type 1,2,2018,1,14,66
INN03419,2,0,Meal Plan 1,0,Room_Type 1,338,2018,10,7,80
INN03420,2,1,Meal Plan 1,0,Room_Type 1,21,2018,8,30,140
INN03421,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,95
INN03422,2,0,Meal Plan 1,0,Room_Type 1,53,2017,10,9,94.5
INN03423,2,0,Meal Plan 1,0,Room_Type 1,29,2018,11,30,104
INN03424,1,0,Not Selected,0,Room_Type 1,0,2018,4,5,89
INN03425,2,0,Meal Plan 1,0,Room_Type 1,67,2018,3,26,89.24
INN03426,2,0,Meal Plan 1,0,Room_Type 1,161,2018,6,28,66.53
INN03427,2,0,Not Selected,0,Room_Type 1,164,2018,7,19,88.5
INN03428,2,0,Meal Plan 1,0,Room_Type 1,166,2017,9,16,93.5
INN03429,1,0,Meal Plan 2,0,Room_Type 1,292,2018,7,21,90
INN03430,1,0,Meal Plan 1,0,Room_Type 1,164,2017,10,2,100
INN03431,2,0,Meal Plan 1,0,Room_Type 4,109,2018,7,11,113.26
INN03432,2,0,Not Selected,0,Room_Type 1,3,2017,8,10,81
INN03433,1,0,Meal Plan 1,0,Room_Type 1,164,2017,10,2,100
INN03434,2,0,Meal Plan 1,0,Room_Type 1,30,2017,9,5,94.5
INN03435,2,0,Meal Plan 1,0,Room_Type 4,68,2018,10,18,132.3
INN03436,3,0,Meal Plan 1,0,Room_Type 1,14,2018,3,10,102
INN03437,2,0,Meal Plan 1,0,Room_Type 2,125,2018,7,20,72.25
INN03438,2,0,Meal Plan 1,0,Room_Type 1,133,2018,4,25,80.75
INN03439,2,0,Meal Plan 1,0,Room_Type 1,110,2018,5,3,106.68
INN03440,2,0,Meal Plan 1,0,Room_Type 1,47,2018,3,14,77.35
INN03441,1,0,Not Selected,0,Room_Type 1,2,2018,6,30,127
INN03442,2,0,Meal Plan 1,0,Room_Type 1,23,2018,2,21,91
INN03443,3,0,Meal Plan 1,1,Room_Type 4,161,2018,8,14,145.85
INN03444,2,0,Meal Plan 1,0,Room_Type 1,32,2018,1,8,58
INN03445,2,0,Meal Plan 1,0,Room_Type 4,31,2018,3,1,106.4
INN03446,3,0,Meal Plan 1,0,Room_Type 1,15,2018,12,27,65
INN03447,1,0,Meal Plan 1,0,Room_Type 1,57,2018,6,10,75.33
INN03448,2,0,Meal Plan 1,0,Room_Type 1,112,2018,7,18,105.3
INN03449,2,0,Meal Plan 1,0,Room_Type 1,24,2018,10,16,85
INN03450,2,0,Meal Plan 1,0,Room_Type 1,3,2018,6,10,90.67
INN03451,2,2,Meal Plan 1,0,Room_Type 1,64,2018,8,6,200.1
INN03452,2,0,Not Selected,0,Room_Type 1,82,2018,12,9,79.2
INN03453,1,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,90
INN03454,2,0,Meal Plan 1,0,Room_Type 1,263,2018,9,29,100.3
INN03455,2,0,Not Selected,0,Room_Type 1,184,2018,7,7,80.75
INN03456,2,0,Not Selected,0,Room_Type 4,13,2017,9,8,85
INN03457,1,0,Meal Plan 1,0,Room_Type 1,27,2017,11,29,65
INN03458,2,0,Meal Plan 1,0,Room_Type 4,47,2018,6,4,131.4
INN03459,2,0,Meal Plan 1,0,Room_Type 1,141,2018,9,23,123.8
INN03460,2,0,Not Selected,0,Room_Type 1,1,2018,10,12,100.1
INN03461,2,0,Meal Plan 1,0,Room_Type 5,1,2018,5,5,119
INN03462,2,0,Meal Plan 1,0,Room_Type 1,47,2018,7,1,117.9
INN03463,1,0,Meal Plan 1,0,Room_Type 1,0,2017,9,20,0
INN03464,2,0,Meal Plan 1,0,Room_Type 1,279,2018,10,12,110
INN03465,1,0,Meal Plan 1,0,Room_Type 1,11,2017,10,7,143.2
INN03466,2,0,Not Selected,0,Room_Type 1,2,2018,8,10,94.99
INN03467,2,0,Meal Plan 1,0,Room_Type 1,25,2018,7,1,72.25
INN03468,2,0,Meal Plan 1,0,Room_Type 1,187,2018,8,6,99.45
INN03469,1,0,Meal Plan 1,0,Room_Type 1,6,2018,4,20,95
INN03470,3,0,Meal Plan 1,0,Room_Type 4,28,2018,8,29,155.73
INN03471,2,0,Meal Plan 1,0,Room_Type 1,0,2018,8,31,95
INN03472,2,0,Meal Plan 1,0,Room_Type 4,5,2018,9,13,184
INN03473,2,0,Not Selected,0,Room_Type 1,3,2018,3,7,90.6
INN03474,1,0,Meal Plan 1,0,Room_Type 1,9,2018,3,11,54.74
INN03475,2,0,Meal Plan 1,0,Room_Type 1,245,2018,12,29,145.8
INN03476,2,0,Meal Plan 1,1,Room_Type 1,83,2017,8,5,76.5
INN03477,2,0,Meal Plan 1,0,Room_Type 1,44,2018,4,23,95
INN03478,0,2,Meal Plan 1,0,Room_Type 2,11,2018,8,19,127.6
INN03479,2,0,Meal Plan 1,0,Room_Type 1,2,2018,1,22,88
INN03480,2,0,Meal Plan 1,1,Room_Type 1,67,2018,4,1,109.1
INN03481,2,0,Meal Plan 1,0,Room_Type 4,60,2018,8,28,111.6
INN03482,2,0,Meal Plan 1,0,Room_Type 1,73,2017,10,11,89.25
INN03483,2,0,Meal Plan 1,0,Room_Type 1,0,2018,12,19,82.88
INN03484,2,2,Meal Plan 1,0,Room_Type 6,207,2018,8,4,168.3
INN03485,1,0,Meal Plan 1,0,Room_Type 1,9,2017,10,19,120
INN03486,2,1,Meal Plan 1,0,Room_Type 1,5,2018,11,19,107.67
INN03487,2,1,Meal Plan 1,0,Room_Type 1,221,2018,12,23,74.44
INN03488,2,0,Meal Plan 1,0,Room_Type 1,8,2018,2,5,93
INN03489,1,0,Meal Plan 1,0,Room_Type 1,6,2018,2,22,93
INN03490,2,0,Meal Plan 1,0,Room_Type 4,4,2018,5,29,136
INN03491,2,0,Meal Plan 1,0,Room_Type 1,280,2018,9,19,110
INN03492,2,0,Not Selected,0,Room_Type 1,6,2018,3,22,88.92
INN03493,1,0,Meal Plan 1,0,Room_Type 1,1,2018,3,23,96
INN03494,2,2,Meal Plan 1,0,Room_Type 6,55,2018,9,20,207.9
INN03495,2,0,Meal Plan 1,0,Room_Type 4,6,2018,3,17,124
INN03496,1,0,Meal Plan 1,0,Room_Type 1,109,2017,7,15,68
INN03497,2,0,Meal Plan 1,0,Room_Type 1,36,2018,4,17,100.8
INN03498,2,2,Meal Plan 1,0,Room_Type 6,8,2018,3,18,214.6
INN03499,2,0,Meal Plan 1,0,Room_Type 4,32,2018,2,5,89.3
INN03500,3,0,Meal Plan 1,0,Room_Type 6,3,2018,9,26,266.67
INN03501,2,1,Meal Plan 1,0,Room_Type 4,23,2018,6,17,160.5
INN03502,2,0,Meal Plan 2,0,Room_Type 1,84,2017,12,31,100.33
INN03503,2,0,Meal Plan 1,0,Room_Type 1,175,2018,8,2,105.3
INN03504,2,0,Meal Plan 1,1,Room_Type 2,42,2017,12,28,100.5
INN03505,1,0,Meal Plan 1,0,Room_Type 1,119,2018,6,7,110
INN03506,2,0,Meal Plan 1,0,Room_Type 1,6,2017,8,20,98
INN03507,2,0,Meal Plan 1,0,Room_Type 1,71,2018,6,17,80.75
INN03508,2,0,Meal Plan 1,0,Room_Type 1,16,2018,12,29,138
INN03509,2,0,Meal Plan 1,0,Room_Type 1,186,2018,7,28,96.3
INN03510,2,0,Not Selected,0,Room_Type 1,6,2018,6,30,139
INN03511,2,0,Meal Plan 1,0,Room_Type 1,64,2018,9,5,98.55
INN03512,2,0,Meal Plan 1,0,Room_Type 1,103,2018,5,4,80
INN03513,2,0,Meal Plan 1,0,Room_Type 4,22,2018,5,21,165
INN03514,2,0,Meal Plan 1,0,Room_Type 1,65,2018,12,4,68
INN03515,2,0,Meal Plan 1,0,Room_Type 4,123,2018,3,30,110.33
INN03516,2,0,Meal Plan 1,0,Room_Type 1,24,2017,12,18,53.58
INN03517,3,0,Meal Plan 1,0,Room_Type 4,70,2018,7,26,137.7
INN03518,2,1,Meal Plan 1,0,Room_Type 1,1,2017,8,26,99.3
INN03519,1,0,Meal Plan 1,0,Room_Type 1,62,2018,9,28,101.18
INN03520,2,0,Meal Plan 1,0,Room_Type 1,175,2018,8,3,72.25
INN03521,2,0,Meal Plan 1,0,Room_Type 1,210,2018,8,15,90.95
INN03522,2,0,Meal Plan 1,0,Room_Type 1,0,2018,5,24,141
INN03523,1,0,Meal Plan 1,0,Room_Type 1,8,2018,10,6,65
INN03524,2,0,Meal Plan 1,0,Room_Type 1,117,2018,7,19,105.3
INN03525,1,0,Meal Plan 1,0,Room_Type 1,119,2018,4,15,90.9
INN03526,2,0,Meal Plan 1,0,Room_Type 4,11,2018,5,8,126
INN03527,1,0,Meal Plan 1,0,Room_Type 1,99,2018,2,19,81
INN03528,2,0,Not Selected,0,Room_Type 1,7,2018,3,2,81
INN03529,2,0,Meal Plan 1,0,Room_Type 1,29,2018,4,15,102.8
INN03530,2,0,Meal Plan 1,0,Room_Type 1,283,2018,12,30,82.79
INN03531,2,0,Not Selected,1,Room_Type 1,2,2018,1,16,86
INN03532,2,0,Meal Plan 1,0,Room_Type 1,29,2018,10,25,85
INN03533,2,0,Meal Plan 1,0,Room_Type 1,305,2018,11,4,89
INN03534,2,0,Meal Plan 1,0,Room_Type 2,292,2018,10,23,81.82
INN03535,2,0,Meal Plan 1,0,Room_Type 1,21,2017,10,7,85
INN03536,2,0,Meal Plan 1,0,Room_Type 1,54,2018,11,11,77.25
INN03537,2,0,Meal Plan 1,0,Room_Type 1,0,2018,9,27,160
INN03538,2,0,Meal Plan 1,0,Room_Type 1,6,2017,11,26,55
INN03539,2,0,Meal Plan 1,0,Room_Type 1,198,2018,9,9,90
INN03540,1,0,Meal Plan 1,0,Room_Type 1,22,2017,8,26,65
INN03541,2,0,Meal Plan 1,0,Room_Type 2,222,2018,8,11,86.63
INN03542,2,0,Not Selected,0,Room_Type 1,177,2018,8,24,82.88
INN03543,3,0,Meal Plan 1,0,Room_Type 4,42,2018,3,22,131.4
INN03544,1,0,Meal Plan 1,0,Room_Type 1,115,2018,2,27,76
INN03545,2,0,Meal Plan 2,0,Room_Type 1,102,2017,10,16,101.5
INN03546,2,0,Meal Plan 1,0,Room_Type 1,174,2017,10,10,70
INN03547,2,0,Meal Plan 1,0,Room_Type 1,250,2018,9,26,95
INN03548,2,0,Meal Plan 1,1,Room_Type 4,29,2018,2,3,104.77
INN03549,2,0,Meal Plan 1,0,Room_Type 4,92,2017,12,26,60
INN03550,2,0,Meal Plan 1,0,Room_Type 1,135,2018,7,23,99.45
INN03551,1,0,Meal Plan 1,0,Room_Type 1,5,2018,4,4,95
INN03552,2,0,Meal Plan 1,0,Room_Type 1,33,2018,5,25,108.9
INN03553,2,0,Meal Plan 1,0,Room_Type 1,2,2018,2,26,93
INN03554,2,0,Meal Plan 2,0,Room_Type 1,0,2017,8,14,109
INN03555,2,0,Meal Plan 1,0,Room_Type 1,12,2018,5,31,111.35
INN03556,2,0,Meal Plan 1,0,Room_Type 1,166,2018,8,5,99.45
INN03557,2,0,Meal Plan 1,0,Room_Type 1,7,2018,1,8,71.6
INN03558,1,0,Meal Plan 1,0,Room_Type 1,6,2018,2,2,62.8
INN03559,2,0,Meal Plan 1,0,Room_Type 1,35,2018,3,7,81.9
INN03560,3,0,Meal Plan 1,0,Room_Type 4,52,2018,9,7,149.4
INN03561,2,0,Meal Plan 1,0,Room_Type 1,78,2018,5,14,119.85
INN03562,2,0,Not Selected,0,Room_Type 1,277,2018,10,20,84.15
INN03563,2,0,Not Selected,0,Room_Type 1,8,2018,5,25,119
INN03564,2,0,Meal Plan 1,0,Room_Type 1,279,2018,10,12,110
INN03565,2,0,Meal Plan 1,0,Room_Type 4,53,2018,11,11,97.87
INN03566,2,0,Not Selected,0,Room_Type 1,22,2018,7,6,139
INN03567,1,0,Meal Plan 1,0,Room_Type 1,9,2017,10,30,95
INN03568,1,0,Meal Plan 1,0,Room_Type 1,118,2018,6,6,110
INN03569,2,0,Not Selected,0,Room_Type 1,240,2018,8,18,85.5
INN03570,2,0,Meal Plan 2,0,Room_Type 1,203,2018,10,6,135.15
INN03571,1,0,Meal Plan 2,0,Room_Type 1,14,2017,9,17,0
INN03572,2,0,Not Selected,0,Room_Type 1,96,2018,5,23,116.1
INN03573,1,0,Meal Plan 1,0,Room_Type 1,205,2018,10,20,95.5
INN03574,2,0,Meal Plan 2,0,Room_Type 1,34,2017,9,23,224.67
INN03575,2,0,Meal Plan 1,0,Room_Type 1,17,2017,9,10,103.5
INN03576,2,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,90
INN03577,1,0,Meal Plan 1,0,Room_Type 4,6,2018,11,8,94
INN03578,1,0,Meal Plan 1,0,Room_Type 1,359,2018,10,14,70
INN03579,1,0,Meal Plan 1,0,Room_Type 1,32,2017,11,20,73
INN03580,2,0,Not Selected,0,Room_Type 1,76,2018,4,14,94.5
INN03581,2,0,Not Selected,0,Room_Type 1,102,2018,10,9,108
INN03582,2,0,Meal Plan 1,0,Room_Type 1,188,2018,11,21,61.88
INN03583,2,0,Meal Plan 1,0,Room_Type 1,17,2017,10,16,48
INN03584,2,0,Meal Plan 1,0,Room_Type 1,14,2018,7,21,105
INN03585,2,0,Meal Plan 1,0,Room_Type 4,113,2018,7,5,92.94
INN03586,2,1,Meal Plan 1,0,Room_Type 5,8,2018,5,21,173.8
INN03587,2,0,Meal Plan 1,0,Room_Type 1,174,2017,10,10,70
INN03588,2,0,Meal Plan 1,0,Room_Type 1,40,2018,6,26,100.02
INN03589,2,0,Meal Plan 1,0,Room_Type 1,269,2018,10,18,67.77
INN03590,2,0,Meal Plan 1,0,Room_Type 5,142,2018,9,4,101.15
INN03591,1,0,Meal Plan 2,0,Room_Type 4,71,2018,10,22,126.5
INN03592,2,0,Meal Plan 1,0,Room_Type 4,49,2018,2,6,84.45
